201211281800,1400000,1438000,1396000,1413000,279688
201211291800,1402000,1422000,1402000,1414000,258752
201211301800,1423000,1425000,1399000,1406000,326927
201212031800,1420000,1436000,1408000,1430000,204417
201212041800,1432000,1434000,1420000,1430000,189798
201212051800,1430000,1455000,1427000,1455000,246126
201212061800,1468000,1471000,1434000,1454000,282060
201212071800,1450000,1498000,1450000,1480000,314059
201212101800,1506000,1506000,1485000,1491000,261122
201212111800,1498000,1498000,1469000,1476000,218647
201212121800,1473000,1496000,1473000,1490000,291045
201212131800,1500000,1533000,1493000,1533000,607606
201212141800,1516000,1536000,1508000,1515000,277467
201212171800,1501000,1524000,1497000,1503000,290957
201212181800,1500000,1516000,1495000,1515000,262359
201212201800,1515000,1529000,1495000,1503000,395570
201212211800,1493000,1496000,1440000,1442000,549740
201212241800,1448000,1476000,1442000,1474000,289771
201212261800,1480000,1503000,1470000,1470000,280221
201212271800,1470000,1500000,1470000,1496000,182878
201212281800,1488000,1530000,1487000,1522000,211255
201301021800,1533000,1576000,1527000,1576000,228993
201301031800,1582000,1584000,1543000,1543000,278196
201301041800,1540000,1542000,1510000,1525000,258216
201301071800,1515000,1528000,1500000,1520000,251659
201301081800,1513000,1517000,1498000,1500000,267248
201301091800,1500000,1513000,1491000,1500000,251199
201301101800,1515000,1534000,1500000,1530000,291532
201301111800,1548000,1548000,1507000,1533000,237580
201301141800,1539000,1552000,1528000,1552000,158514
201301151800,1560000,1560000,1512000,1512000,212793
201301161800,1514000,1526000,1483000,1492000,318064
201301171800,1502000,1502000,1450000,1469000,403225
201301181800,1480000,1487000,1455000,1480000,240113
201301211800,1464000,1475000,1448000,1454000,288273
201301221800,1445000,1487000,1445000,1480000,238547
201301231800,1500000,1502000,1473000,1473000,185109
201301241800,1468000,1469000,1441000,1453000,319911
201301251800,1460000,1461000,1405000,1417000,427041
201301281800,1396000,1401000,1371000,1372000,584817
201301291800,1390000,1418000,1380000,1409000,398172
201301301800,1426000,1440000,1412000,1440000,290001
201301311800,1430000,1448000,1422000,1448000,290062
201302011800,1460000,1460000,1422000,1441000,222146
201302041800,1450000,1453000,1417000,1437000,256337
201302051800,1415000,1443000,1414000,1435000,224351
201302061800,1440000,1443000,1427000,1427000,134139
201302071800,1439000,1439000,1420000,1420000,189201
201302081800,1418000,1470000,1415000,1462000,267848
201302121800,1484000,1484000,1459000,1468000,167267
201302131800,1474000,1489000,1456000,1487000,183589
201302141800,1490000,1494000,1477000,1490000,148549
201302151800,1490000,1498000,1477000,1498000,148826
201302181800,1490000,1501000,1481000,1490000,141366
201302191800,1480000,1499000,1479000,1492000,113792
201302201800,1502000,1545000,1497000,1545000,358128
201302211800,1540000,1558000,1535000,1550000,260625
201302221800,1530000,1548000,1520000,1530000,275186
201302251800,1549000,1549000,1530000,1530000,175898
201302261800,1515000,1538000,1508000,1527000,176990
201302271800,1559000,1559000,1519000,1527000,177180
201302281800,1530000,1554000,1530000,1544000,254281
201303041800,1563000,1563000,1530000,1539000,245665
201303051800,1556000,1564000,1548000,1550000,173000
201303061800,1572000,1575000,1547000,1560000,187385
201303071800,1548000,1550000,1512000,1520000,259719
201303081800,1515000,1517000,1489000,1499000,367509
201303111800,1493000,1512000,1485000,1508000,267215
201303121800,1504000,1512000,1490000,1494000,174741
201303131800,1506000,1529000,1501000,1527000,224222
201303141800,1528000,1534000,1499000,1520000,244782
201303151800,1529000,1529000,1480000,1480000,731303
201303181800,1460000,1460000,1434000,1445000,524513
201303191800,1450000,1492000,1448000,1475000,278943
201303201800,1460000,1485000,1456000,1460000,266672
201303211800,1461000,1474000,1456000,1457000,234758
201303221800,1458000,1468000,1452000,1455000,212758
201303251800,1480000,1495000,1470000,1495000,204662
201303261800,1495000,1522000,1491000,1509000,239868
201303271800,1515000,1516000,1487000,1504000,257198
201303281800,1503000,1510000,1497000,1510000,159236
201303291800,1524000,1532000,1517000,1527000,190420
201304011800,1535000,1535000,1512000,1512000,105612
201304021800,1510000,1532000,1510000,1525000,170515
201304031800,1526000,1528000,1509000,1521000,189926
201304041800,1517000,1519000,1499000,1506000,213667
201304051800,1505000,1516000,1493000,1505000,298694
201304081800,1505000,1531000,1497000,1520000,257112
201304091800,1527000,1530000,1510000,1528000,183582
201304101800,1540000,1540000,1513000,1521000,213254
201304111800,1521000,1540000,1518000,1540000,224104
201304121800,1540000,1550000,1513000,1517000,209269
201304151800,1503000,1535000,1503000,1523000,213394
201304161800,1505000,1532000,1501000,1528000,253269
201304171800,1566000,1566000,1514000,1518000,207130
201304181800,1520000,1522000,1481000,1483000,266257
201304191800,1465000,1492000,1455000,1475000,303245
201304221800,1490000,1503000,1465000,1503000,186283
201304231800,1500000,1503000,1474000,1483000,172754
201304241800,1485000,1494000,1474000,1486000,201225
201304251800,1470000,1494000,1470000,1494000,209077
201304261800,1495000,1497000,1472000,1486000,231647
201304291800,1491000,1492000,1475000,1481000,169809
201304301800,1490000,1530000,1488000,1520000,373274
201305021800,1526000,1532000,1517000,1528000,172482
201305031800,1535000,1537000,1521000,1535000,131054
201305061800,1540000,1540000,1512000,1514000,172958
201305071800,1508000,1508000,1491000,1493000,226605
201305081800,1493000,1498000,1479000,1488000,295505
201305091800,1490000,1520000,1489000,1515000,213535
201305101800,1514000,1514000,1476000,1476000,226478
201305131800,1471000,1480000,1462000,1477000,168646
201305141800,1487000,1500000,1483000,1500000,179968
201305151800,1485000,1500000,1484000,1500000,211483
201305161800,1501000,1514000,1500000,1508000,227143
201305201800,1502000,1512000,1496000,1497000,243563
201305211800,1510000,1510000,1485000,1492000,218511
201305221800,1504000,1510000,1491000,1509000,193428
201305231800,1492000,1502000,1484000,1484000,234234
201305241800,1487000,1494000,1472000,1486000,203462
201305271800,1490000,1499000,1487000,1489000,122589
201305281800,1481000,1496000,1481000,1484000,139100
201305291800,1484000,1523000,1483000,1512000,293475
201305301800,1518000,1549000,1512000,1544000,454303
201305311800,1546000,1559000,1537000,1538000,358550
201306031800,1536000,1559000,1528000,1532000,205002
201306041800,1533000,1542000,1521000,1540000,167301
201306051800,1549000,1553000,1521000,1521000,268690
201306071800,1475000,1485000,1424000,1427000,1078119
201306101800,1420000,1443000,1414000,1425000,519382
201306111800,1411000,1419000,1378000,1389000,687074
201306121800,1378000,1403000,1362000,1385000,453977
201306131800,1380000,1397000,1357000,1357000,664527
201306141800,1365000,1377000,1357000,1369000,350294
201306171800,1370000,1378000,1365000,1366000,232617
201306181800,1368000,1387000,1360000,1387000,219888
201306191800,1382000,1385000,1364000,1369000,204694
201306201800,1343000,1348000,1326000,1329000,346672
201306211800,1294000,1333000,1290000,1325000,536021
201306241800,1350000,1350000,1313000,1313000,310955
201306251800,1301000,1318000,1288000,1297000,412395
201306261800,1301000,1305000,1245000,1261000,631576
201306271800,1295000,1344000,1286000,1339000,511004
201306281800,1350000,1350000,1329000,1342000,412057
201307011800,1334000,1346000,1322000,1326000,240502
201307021800,1340000,1352000,1330000,1335000,203375
201307031800,1334000,1339000,1295000,1301000,250150
201307041800,1302000,1317000,1296000,1317000,179289
201307051800,1286000,1315000,1260000,1267000,603978
201307081800,1250000,1258000,1209000,1226000,507464
201307091800,1230000,1250000,1229000,1237000,387462
201307101800,1245000,1252000,1237000,1248000,302636
201307111800,1251000,1312000,1251000,1312000,406764
201307121800,1320000,1324000,1301000,1312000,217509
201307151800,1315000,1319000,1285000,1313000,192325
201307161800,1318000,1321000,1290000,1298000,185491
201307171800,1301000,1330000,1286000,1320000,245788
201307181800,1325000,1325000,1292000,1292000,310716
201307191800,1288000,1295000,1264000,1273000,316328
201307221800,1280000,1289000,1265000,1273000,204427
201307231800,1273000,1307000,1272000,1307000,238751
201307241800,1307000,1317000,1295000,1315000,171685
201307251800,1317000,1322000,1308000,1315000,168360
201307261800,1314000,1319000,1299000,1303000,224312
201307291800,1291000,1300000,1279000,1283000,233029
201307301800,1277000,1295000,1277000,1290000,179960
201307311800,1280000,1290000,1279000,1280000,254186
201308011800,1285000,1288000,1274000,1280000,174123
201308021800,1293000,1300000,1282000,1286000,224116
201308051800,1283000,1283000,1274000,1274000,159812
201308061800,1245000,1272000,1245000,1254000,289457
201308071800,1237000,1240000,1222000,1222000,314335
201308081800,1213000,1235000,1213000,1217000,353772
201308091800,1229000,1241000,1220000,1230000,241219
201308121800,1230000,1248000,1225000,1232000,197710
201308131800,1244000,1290000,1242000,1290000,386428
201308141800,1289000,1300000,1285000,1300000,259944
201308161800,1286000,1301000,1282000,1295000,228132
201308191800,1286000,1296000,1280000,1286000,129826
201308201800,1296000,1305000,1269000,1269000,282896
201308211800,1265000,1282000,1256000,1256000,244662
201308221800,1250000,1267000,1245000,1255000,235133
201308231800,1280000,1300000,1271000,1295000,343208
201308261800,1301000,1305000,1296000,1300000,220433
201308271800,1307000,1309000,1295000,1304000,177573
201308281800,1284000,1310000,1284000,1309000,187582
201308291800,1317000,1348000,1314000,1344000,325880
201308301800,1360000,1368000,1351000,1368000,341540
201309021800,1368000,1371000,1350000,1351000,193413
201309031800,1364000,1364000,1326000,1337000,230560
201309041800,1330000,1354000,1321000,1340000,210018
201309051800,1370000,1371000,1358000,1365000,290547
201309061800,1370000,1375000,1358000,1369000,233914
201309091800,1371000,1375000,1363000,1373000,185700
201309101800,1369000,1396000,1368000,1396000,291004
201309111800,1398000,1402000,1385000,1402000,266325
201309121800,1405000,1424000,1395000,1410000,435762
201309131800,1409000,1410000,1396000,1406000,245475
201309161800,1423000,1425000,1411000,1425000,233925
201309171800,1420000,1420000,1381000,1386000,342685
201309231800,1365000,1381000,1353000,1360000,438508
201309241800,1342000,1379000,1338000,1373000,302116
201309251800,1367000,1374000,1351000,1364000,206079
201309261800,1364000,1372000,1356000,1372000,207238
201309271800,1375000,1377000,1363000,1366000,227363
201309301800,1366000,1382000,1360000,1367000,230362
201310011800,1380000,1383000,1360000,1382000,186099
201310021800,1398000,1425000,1390000,1418000,349670
201310041800,1438000,1442000,1414000,1418000,311997
201310071800,1437000,1437000,1425000,1436000,204259
201310081800,1417000,1433000,1417000,1430000,202208
201310101800,1421000,1432000,1421000,1430000,268844
201310111800,1440000,1447000,1436000,1443000,217218
201310141800,1448000,1449000,1438000,1438000,147398
201310151800,1450000,1457000,1445000,1457000,199342
201310161800,1469000,1469000,1445000,1450000,156485
201310171800,1460000,1468000,1454000,1463000,180182
201310181800,1472000,1475000,1463000,1472000,155910
201310211800,1475000,1489000,1454000,1464000,142480
201310221800,1460000,1460000,1434000,1455000,241381
201310231800,1464000,1464000,1436000,1442000,171906
201310241800,1431000,1449000,1429000,1449000,178279
201310251800,1450000,1452000,1433000,1449000,134638
201310281800,1465000,1485000,1458000,1482000,225945
201310291800,1490000,1490000,1478000,1490000,203703
201310301800,1485000,1500000,1484000,1500000,209043
201310311800,1498000,1502000,1465000,1465000,250091
201311011800,1490000,1500000,1468000,1500000,223619
201311041800,1492000,1502000,1489000,1499000,217389
201311051800,1502000,1502000,1472000,1485000,160123
201311061800,1498000,1498000,1449000,1451000,233231
201311071800,1451000,1454000,1425000,1437000,255099
201311081800,1411000,1428000,1407000,1410000,273284
201311111800,1425000,1434000,1409000,1428000,171100
201311121800,1440000,1466000,1436000,1456000,194257
201311131800,1445000,1449000,1419000,1419000,185088
201311141800,1455000,1455000,1424000,1424000,202448
201311151800,1434000,1462000,1432000,1462000,202448
201311181800,1470000,1476000,1465000,1474000,127638
201311191800,1483000,1489000,1477000,1489000,163532
201311201800,1473000,1487000,1464000,1470000,162939
201311211800,1472000,1472000,1432000,1440000,179507
201311221800,1441000,1456000,1431000,1450000,169452
201311251800,1451000,1472000,1451000,1465000,131134
201311261800,1458000,1479000,1455000,1479000,171487
201311271800,1467000,1476000,1460000,1470000,185589
201311281800,1480000,1494000,1479000,1494000,212843
201311291800,1499000,1499000,1485000,1494000,126329
201312021800,1500000,1503000,1467000,1467000,148672
201312031800,1464000,1478000,1457000,1461000,138079
201312041800,1450000,1453000,1431000,1432000,201956
201312051800,1433000,1446000,1422000,1440000,193063
201312061800,1454000,1454000,1428000,1428000,181950
201312091800,1440000,1454000,1440000,1454000,134735
201312101800,1441000,1451000,1431000,1440000,153054
201312111800,1426000,1444000,1416000,1420000,207395
201312121800,1396000,1410000,1396000,1410000,293099
201312131800,1410000,1411000,1390000,1390000,196345
201312161800,1391000,1404000,1383000,1400000,179032
201312171800,1417000,1417000,1393000,1395000,147995
201312181800,1405000,1410000,1394000,1401000,212708
201312191800,1418000,1434000,1418000,1427000,200103
201312201800,1413000,1427000,1413000,1427000,168056
201312231800,1437000,1438000,1429000,1433000,212360
201312241800,1430000,1432000,1415000,1415000,219178
201312261800,1408000,1415000,1401000,1408000,245930
201312271800,1410000,1411000,1395000,1396000,210015
201312301800,1396000,1397000,1360000,1372000,336714
201401021800,1348000,1355000,1302000,1309000,619567
201401031800,1300000,1311000,1287000,1296000,527881
201401061800,1303000,1320000,1296000,1307000,394315
201401071800,1300000,1318000,1295000,1304000,373954
201401081800,1300000,1304000,1287000,1291000,389825
201401091800,1307000,1307000,1275000,1275000,413773
201401101800,1275000,1286000,1272000,1272000,362072
201401131800,1283000,1297000,1273000,1295000,326681
201401141800,1297000,1330000,1290000,1313000,294146
201401151800,1330000,1331000,1298000,1299000,233162
201401161800,1300000,1310000,1293000,1301000,194320
201401171800,1301000,1315000,1292000,1292000,255001
201401201800,1305000,1319000,1296000,1316000,173526
201401211800,1315000,1327000,1311000,1324000,151185
201401221800,1314000,1328000,1312000,1328000,213508
201401231800,1316000,1322000,1299000,1299000,206018
201401241800,1300000,1318000,1291000,1307000,279092
201401271800,1293000,1304000,1285000,1292000,266358
201401281800,1273000,1293000,1273000,1283000,233216
201401291800,1280000,1288000,1277000,1280000,330571
201402031800,1286000,1288000,1271000,1272000,322544
201402041800,1263000,1263000,1249000,1249000,319625
201402051800,1245000,1255000,1234000,1237000,294908
201402061800,1245000,1267000,1240000,1259000,268496
201402071800,1275000,1279000,1263000,1275000,195343
201402101800,1271000,1281000,1262000,1277000,153622
201402111800,1281000,1315000,1272000,1311000,249589
201402121800,1331000,1331000,1305000,1307000,199529
201402131800,1300000,1320000,1290000,1298000,116504
201402141800,1296000,1308000,1292000,1301000,124313
201402171800,1292000,1306000,1280000,1285000,187448
201402181800,1285000,1299000,1282000,1295000,118015
201402191800,1300000,1300000,1280000,1290000,122341
201402201800,1290000,1296000,1281000,1286000,175832
201402211800,1333000,1333000,1300000,1330000,286196
201402241800,1334000,1345000,1321000,1328000,145733
201402251800,1332000,1340000,1326000,1334000,175698
201402261800,1337000,1343000,1325000,1342000,248501
201402271800,1335000,1342000,1330000,1341000,157642
201402281800,1337000,1349000,1332000,1349000,273516
201403031800,1336000,1340000,1321000,1325000,240955
201403041800,1320000,1329000,1315000,1315000,153155
201403051800,1335000,1341000,1330000,1330000,147307
201403061800,1329000,1329000,1310000,1326000,171189
201403071800,1339000,1339000,1329000,1339000,150926
201403101800,1320000,1330000,1317000,1320000,173044
201403111800,1320000,1327000,1309000,1322000,173868
201403121800,1320000,1320000,1293000,1294000,251460
201403131800,1294000,1313000,1290000,1290000,231554
201403141800,1270000,1285000,1270000,1275000,216072
201403171800,1275000,1276000,1258000,1266000,176181
201403181800,1270000,1283000,1266000,1278000,202975
201403191800,1280000,1285000,1268000,1269000,151353
201403201800,1270000,1272000,1262000,1262000,116831
201403211800,1269000,1273000,1262000,1273000,159156
201403241800,1260000,1274000,1259000,1273000,141372
201403251800,1269000,1270000,1241000,1247000,271860
201403261800,1269000,1290000,1248000,1285000,345165
201403271800,1290000,1333000,1285000,1333000,409029
201403281800,1320000,1338000,1320000,1335000,212420
201403311800,1345000,1345000,1322000,1343000,264122
201404011800,1345000,1345000,1331000,1339000,188608
201404021800,1350000,1357000,1343000,1357000,261435
201404031800,1351000,1395000,1351000,1390000,381568
201404041800,1377000,1397000,1377000,1380000,238033
201404071800,1397000,1397000,1374000,1397000,214557
201404081800,1387000,1399000,1375000,1394000,212132
201404091800,1394000,1395000,1364000,1371000,319636
201404101800,1369000,1380000,1360000,1380000,198223
201404111800,1362000,1368000,1359000,1365000,210197
201404141800,1365000,1386000,1365000,1370000,184072
201404151800,1386000,1387000,1369000,1370000,217869
201404161800,1370000,1392000,1363000,1380000,184826
201404171800,1376000,1380000,1366000,1370000,144802
201404181800,1370000,1379000,1370000,1378000,155360
201404211800,1379000,1386000,1375000,1380000,63748
201404221800,1374000,1384000,1371000,1375000,121675
201404231800,1394000,1395000,1382000,1389000,189794
201404241800,1409000,1409000,1399000,1407000,210321
201404251800,1420000,1428000,1398000,1399000,304271
201404281800,1404000,1406000,1382000,1388000,188574
201404291800,1389000,1395000,1351000,1360000,217890
201404301800,1380000,1381000,1326000,1343000,300728
201405021800,1354000,1359000,1344000,1346000,274677
201405071800,1350000,1356000,1340000,1344000,283751
201405081800,1355000,1355000,1344000,1350000,269209
201405091800,1356000,1358000,1326000,1335000,262963
201405121800,1336000,1395000,1332000,1388000,318750
201405131800,1388000,1425000,1388000,1400000,242039
201405141800,1409000,1415000,1401000,1415000,220251
201405151800,1414000,1419000,1403000,1410000,135998
201405161800,1400000,1437000,1399000,1428000,285959
201405191800,1428000,1450000,1408000,1448000,324575
201405201800,1445000,1454000,1435000,1451000,260537
201405211800,1435000,1450000,1435000,1441000,172178
201405221800,1441000,1448000,1426000,1426000,190708
201405231800,1405000,1428000,1405000,1428000,170196
201405261800,1420000,1432000,1415000,1422000,74587
201405271800,1417000,1423000,1403000,1407000,94912
201405281800,1419000,1435000,1409000,1433000,163634
201405291800,1450000,1465000,1440000,1460000,249197
201405301800,1470000,1482000,1443000,1443000,308830
201406021800,1443000,1458000,1439000,1455000,145211
201406031800,1484000,1495000,1465000,1470000,334444
201406051800,1466000,1480000,1450000,1457000,259577
201406091800,1470000,1473000,1402000,1409000,440916
201406101800,1421000,1438000,1405000,1436000,170047
201406111800,1412000,1430000,1412000,1422000,167121
201406121800,1430000,1430000,1401000,1413000,252650
201406131800,1402000,1404000,1363000,1367000,371348
201406161800,1380000,1382000,1362000,1374000,290313
201406171800,1360000,1378000,1351000,1374000,226994
201406181800,1373000,1376000,1356000,1358000,215697
201406191800,1345000,1349000,1320000,1323000,434522
201406201800,1330000,1330000,1296000,1301000,444865
201406231800,1321000,1332000,1316000,1322000,234811
201406241800,1340000,1354000,1332000,1345000,234960
201406251800,1330000,1333000,1318000,1320000,202976
201406261800,1309000,1343000,1307000,1325000,237663
201406271800,1307000,1319000,1306000,1311000,174976
201406301800,1310000,1324000,1309000,1322000,163710
201407011800,1308000,1314000,1301000,1310000,172536
201407021800,1317000,1331000,1306000,1330000,222715
201407031800,1336000,1336000,1316000,1318000,170510
201407041800,1322000,1326000,1303000,1306000,119367
201407071800,1291000,1301000,1290000,1292000,188306
201407081800,1294000,1319000,1287000,1295000,241122
201407091800,1287000,1308000,1283000,1308000,236529
201407101800,1308000,1311000,1302000,1306000,179065
201407111800,1300000,1302000,1282000,1284000,215440
201407141800,1298000,1300000,1286000,1286000,141389
201407151800,1300000,1323000,1297000,1320000,239444
201407161800,1313000,1323000,1311000,1321000,182165
201407171800,1326000,1335000,1320000,1330000,218309
201407181800,1315000,1343000,1314000,1343000,194778
201407211800,1349000,1360000,1343000,1353000,161178
201407221800,1348000,1358000,1345000,1348000,125992
201407231800,1354000,1357000,1335000,1338000,128307
201407241800,1350000,1358000,1331000,1355000,160979
201407251800,1346000,1355000,1335000,1355000,175750
201407281800,1355000,1367000,1344000,1358000,179790
201407291800,1355000,1388000,1353000,1386000,256134
201407301800,1388000,1408000,1374000,1395000,347125
201407311800,1374000,1385000,1336000,1343000,485076
201408011800,1305000,1328000,1292000,1292000,563552
201408041800,1300000,1317000,1291000,1317000,240501
201408051800,1301000,1321000,1300000,1316000,172495
201408061800,1306000,1316000,1295000,1300000,216527
201408071800,1300000,1302000,1285000,1290000,190337
201408081800,1284000,1285000,1248000,1250000,411596
201408111800,1275000,1282000,1257000,1270000,372180
201408121800,1270000,1294000,1262000,1266000,179826
201408131800,1275000,1275000,1248000,1264000,255541
201408141800,1274000,1282000,1254000,1261000,208364
201408181800,1279000,1280000,1250000,1250000,209982
201408191800,1264000,1273000,1253000,1254000,200722
201408201800,1264000,1271000,1251000,1261000,188502
201408211800,1255000,1261000,1231000,1235000,341871
201408221800,1245000,1247000,1235000,1247000,167997
201408251800,1231000,1231000,1221000,1228000,231304
201408261800,1235000,1235000,1221000,1222000,214226
201408271800,1223000,1237000,1222000,1230000,243301
201408281800,1258000,1258000,1236000,1242000,205813
201408291800,1238000,1238000,1228000,1234000,290051
201409011800,1236000,1237000,1224000,1226000,113080
201409021800,1221000,1225000,1194000,1194000,315755
201409031800,1200000,1200000,1180000,1189000,423568
201409041800,1210000,1216000,1202000,1210000,241768
201409051800,1215000,1216000,1195000,1201000,215280
201409111800,1200000,1207000,1192000,1192000,465675
201409121800,1200000,1208000,1200000,1201000,217317
201409151800,1207000,1208000,1196000,1200000,143151
201409161800,1208000,1215000,1201000,1206000,141637
201409171800,1207000,1226000,1207000,1226000,150349
201409181800,1230000,1230000,1204000,1210000,189180
201409191800,1223000,1223000,1206000,1210000,268467
201409221800,1204000,1204000,1180000,1188000,320222
201409231800,1178000,1185000,1161000,1161000,390387
201409241800,1152000,1161000,1141000,1150000,315277
201409251800,1162000,1166000,1147000,1156000,388031
201409261800,1152000,1185000,1148000,1185000,248076
201409291800,1193000,1200000,1170000,1195000,187951
201409301800,1185000,1188000,1165000,1184000,247531
201410011800,1174000,1183000,1156000,1156000,238260
201410021800,1165000,1165000,1141000,1141000,254341
201410061800,1145000,1156000,1138000,1151000,424814
201410071800,1162000,1186000,1162000,1162000,202699
201410081800,1142000,1151000,1124000,1130000,293903
201410101800,1100000,1114000,1099000,1105000,436383
201410131800,1082000,1127000,1078000,1108000,226617
201410141800,1127000,1146000,1120000,1127000,331430
201410151800,1128000,1145000,1120000,1125000,282830
201410161800,1116000,1121000,1104000,1115000,302685
201410171800,1106000,1115000,1087000,1089000,324671
201410201800,1115000,1117000,1101000,1106000,189254
201410211800,1094000,1100000,1081000,1083000,234977
201410221800,1097000,1104000,1090000,1104000,222477
201410231800,1113000,1113000,1090000,1094000,169182
201410241800,1103000,1112000,1092000,1112000,167502
201410271800,1101000,1111000,1087000,1095000,167586
201410281800,1090000,1100000,1086000,1091000,124613
201410291800,1100000,1130000,1090000,1130000,274327
201410301800,1129000,1183000,1115000,1181000,491179
201410311800,1198000,1250000,1185000,1244000,772248
201411031800,1250000,1252000,1216000,1235000,269338
201411041800,1219000,1242000,1205000,1217000,259882
201411051800,1215000,1225000,1194000,1202000,203180
201411061800,1198000,1210000,1193000,1204000,171155
201411071800,1218000,1218000,1195000,1206000,120182
201411101800,1226000,1269000,1222000,1268000,383713
201411111800,1255000,1261000,1227000,1231000,242709
201411121800,1231000,1234000,1219000,1230000,181532
201411131800,1228000,1232000,1199000,1200000,230618
201411141800,1201000,1201000,1180000,1194000,212279
201411171800,1190000,1220000,1182000,1205000,193817
201411181800,1220000,1227000,1215000,1220000,215027
201411191800,1238000,1238000,1212000,1218000,249986
201411201800,1206000,1220000,1206000,1210000,200088
201411211800,1219000,1226000,1217000,1223000,246555
201411241800,1247000,1248000,1210000,1220000,205595
201411251800,1224000,1224000,1190000,1190000,355876
201411261800,1190000,1211000,1182000,1201000,232436
201411271800,1273000,1301000,1264000,1264000,886860
201411281800,1295000,1296000,1274000,1287000,196201
201412011800,1294000,1298000,1287000,1295000,257119
201412021800,1295000,1295000,1266000,1295000,184246
201412031800,1300000,1301000,1295000,1298000,194682
201412041800,1302000,1303000,1298000,1300000,177351
201412051800,1314000,1314000,1300000,1302000,112691
201412081800,1303000,1321000,1302000,1319000,158161
201412091800,1319000,1357000,1319000,1349000,270536
201412101800,1346000,1346000,1317000,1317000,319394
201412111800,1317000,1319000,1294000,1305000,409026
201412121800,1303000,1304000,1274000,1286000,287843
201412151800,1280000,1280000,1260000,1273000,286190
201412161800,1270000,1289000,1268000,1279000,257801
201412171800,1279000,1283000,1253000,1266000,261722
201412181800,1266000,1279000,1252000,1266000,236014
201412191800,1294000,1328000,1287000,1328000,366051
201412221800,1345000,1347000,1318000,1345000,358688
201412231800,1346000,1349000,1337000,1339000,219478
201412241800,1339000,1343000,1339000,1343000,125079
201412261800,1343000,1355000,1343000,1352000,229649
201412291800,1345000,1347000,1329000,1329000,192714
201412301800,1330000,1335000,1321000,1327000,212953
201501021800,1340000,1340000,1327000,1330000,175466
201501051800,1336000,1336000,1313000,1333000,202063
201501061800,1315000,1317000,1288000,1295000,304645
201501071800,1294000,1311000,1282000,1307000,286397
